dish_name,raw_ingredient,amount,unit
adana chicken,red pepper flakes,1,teaspoon
adana chicken,paprika,1,teaspoon
adana chicken,minced chicken,500,grams
adana chicken,onion,1,large
adana chicken,cumin,1,teaspoon
adana chicken,black pepper,1,teaspoon
adana chicken,garlic,2,cloves
adana durum,spices,10,grams
adana durum,sauce,30,grams
adana durum,minced meat,200,grams
adana durum,salad,50,grams
adana durum,flatbread,1,piece
adana iskender,yogurt,50,grams
adana iskender,tomato sauce,50,grams
adana iskender,bread,100,grams
adana iskender,lamb or beef,200,grams
adana kebab,minced lamb,500,g
adana kebab,paprika,1,tbsp
adana kebab,black pepper,0.5,tsp
adana kebab,onion,1,large
adana kebab,garlic,2,cloves
adana kebab,cumin,1,tsp
adana kebab,salt,1,tsp
adana kebab sandwich,black pepper,1,teaspoon
adana kebab sandwich,flatbread,2,pieces
adana kebab sandwich,red pepper flakes,1,teaspoon
adana kebab sandwich,garlic,2,cloves
adana kebab sandwich,salad,1,serving
adana kebab sandwich,minced lamb,250,grams
adana kebab sandwich,salt,1,teaspoon
adana kebab sandwich,sauces,1,serving
adana kebab sandwich,onion,1,large
adana kebab wrap,lettuce,4,leaves
adana kebab wrap,lemon juice,1,tbsp
adana kebab wrap,cucumber,1,large
adana kebab wrap,tomato,1,large
adana kebab wrap,salt,1,tsp
adana kebab wrap,onion,1,large
adana kebab wrap,garlic,2,cloves
adana kebab wrap,black pepper,0.5,tsp
adana kebab wrap,yogurt,100,g
adana kebab wrap,flatbread,4,pieces
adana kebab wrap,minced lamb,250,g
adana kebab wrap,red pepper flakes,1,tsp
adana kebap,red pepper flakes,1,tablespoon
adana kebap,black pepper,1,teaspoon
adana kebap,cumin,1,teaspoon
adana kebap,garlic,2,cloves
adana kebap,minced lamb or beef,500,grams
adana kebap,onion,1,large
adana kebap,salt,1,teaspoon
adana kebap,paprika,1,teaspoon
adana kebob,paprika,1,teaspoon
adana kebob,salt,1,teaspoon
adana kebob,onion,1,large
adana kebob,garlic,2,cloves
adana kebob,minced lamb,500,grams
adana kebob,black pepper,0.5,teaspoon
adana kebob,cumin,1,teaspoon
adana lamb,minced lamb,500,grams
adana lamb,sumac,1,teaspoon
adana lamb,black pepper,1,teaspoon
adana lamb,cumin,1,teaspoon
adana lamb,salt,1,teaspoon
adana lamb,garlic,2,cloves
adana lamb,onion,1,large
adana lamb,paprika,2,teaspoons
adana rice,onion,1,medium
adana rice,tomato,2,medium
adana rice,rice,1,cup
adana rice,ground beef,1,lb
adana rice,paprika,1,tsp
adana rice,salt,1,tsp
adana rice,garlic,2,cloves
adana rice,cumin,1,tsp
adana rice,black pepper,0.5,tsp
adana rice,bell pepper,1,medium
adana rice,olive oil,2,tbsp
adana sandwich,salad,1,serving
adana sandwich,minced meat,200,grams
adana sandwich,flatbread,2,pieces
adana sandwich,sauces,2,tablespoons
adana shish kebab,salt,1,teaspoon
adana shish kebab,red pepper flakes,1,teaspoon
adana shish kebab,onion,1,large
adana shish kebab,black pepper,1,teaspoon
adana shish kebab,parsley,2,tablespoons
adana shish kebab,garlic,2,cloves
adana shish kebab,sumac,1,teaspoon
adana shish kebab,paprika,1,teaspoon
adana shish kebab,minced lamb or beef,500,grams
adana shish kebab,cumin,1,teaspoon
adana wrap,salad,1,serving
adana wrap,minced meat,200,g
adana wrap,lavash bread,1,piece
adana wrap,sauces,1,serving
adas breakfast,spices,1,tbsp
adas breakfast,lentils,1,cup
adas breakfast,onions,2,medium
adas mini black brioche loaf,honey,2,tablespoons
adas mini black brioche loaf,brioche dough,1,loaf
adas mini black brioche loaf,black lentils,1,cup
adb,onion,1,medium
adb,soy sauce,2,tablespoons
adb,beef,250,grams
adb,olive oil,2,tablespoons
adb,tomato,2,medium
adb,salt,1,teaspoon
adb,black pepper,0.5,teaspoon
adb,garlic,3,cloves
addict kimbap,carrot,1,medium
addict kimbap,rice,2,cups
addict kimbap,seaweed,10,sheets
addict kimbap,spam,6,slices
addict kimbap,egg,2,pieces
addict kimbap,pickled radish,6,pieces
addict kimbap,cucumber,1,medium
addies,olives,1,cup
addies,herbs,1,tablespoon
addies,tomatoes,2,medium
addies,feta cheese,0.5,cup
addies caesar salad,Caesar dressing,0.25,cup
addies caesar salad,Parmesan cheese,0.25,cup
addies caesar salad,romaine lettuce,2,cups
addies caesar salad,croutons,0.5,cup
addies mussels,white wine,1,cup
addies mussels,parsley,2,tbsp
addies mussels,garlic,3,cloves
addies mussels,mussels,1,lb
addies mussels,onion,1,medium
addies mussels,lemon,1,sliced
addies mussels,butter,2,tbsp
addies salad,feta cheese,1,cup
addies salad,vinaigrette dressing,2,tablespoons
addies salad,cherry tomatoes,1,cup
addies salad,cucumbers,1,cup
addies salad,fresh greens,2,cups
additional,brown sugar,1,tablespoon
additional,ginger,1,inch
additional,garlic,2,cloves
additional,soy sauce,3,tablespoons
additional,beef broth,2,cups
additional baguette,yeast,7,g
additional baguette,flour,300,g
additional baguette,water,200,ml
additional baguette,salt,5,g
additional chicken,olive oil,2,tbsp
additional chicken,salt,1,tsp
additional chicken,pepper,0.5,tsp
additional chicken,garlic powder,1,tsp
additional chicken,chicken,1,lb
additional chicken,soy sauce,2,tbsp
additional chicken eggplant,olive oil,2,tablespoons
additional chicken eggplant,eggplant,300,grams
additional chicken eggplant,garlic,2,cloves
additional chicken eggplant,chicken,200,grams
additional chicken eggplant,soy sauce,2,tablespoons
additional chicken eggplant,salt,1,teaspoon
additional dessert,sugar,100,g
additional dessert,butter,100,g
additional dessert,flour,50,g
additional dessert,chocolate,200,g
additional dessert,eggs,2,
additional dessert,vanilla ice cream,1,scoop
additional egg,egg,1,piece
additional egg,butter,1,teaspoon
additional egg,salt,1,pinch
additional egg,black pepper,1,pinch
additional glutton injera,water,1,cup
additional glutton injera,salt,0.5,tsp
additional glutton injera,teff flour,2,cups
additional grande,tomato sauce,2,cups
additional grande,meatballs,6,pieces
additional grande,spaghetti noodles,8,ounces
additional hour,beef,1,lb
additional hour,mushrooms,8,oz
additional hour,tomato sauce,1,can
additional hour,onions,2,medium
additional hour bar,oats,1,cup
additional hour bar,honey,0.25,cup
additional hour bar,almonds,0.5,cup
additional hour bar,dark chocolate,50,grams
additional hour beer and wine,Red Wine,1,glass
additional hour beer and wine,Beer,1,bottle
additional ingredients,soy sauce,1,tbsp
additional ingredients,chocolate,200,g
additional ingredients,honey,50,g
additional ingredients,sea salt,1,pinch
additional meat,additional meat,1,lb
additional pita with zatar,olive oil,2,tablespoons
additional pita with zatar,zatar seasoning,2,tablespoons
additional pita with zatar,pita bread,4,pieces
additional pita with zatar,salt,1,teaspoon
additional rice,rice,1,cup
additional rice,salt,1,teaspoon
additional rice,butter,2,tablespoons
additional rice,chicken broth,1,cup
additional scoop,whipped cream,1,dollop
additional scoop,vanilla ice cream,1,scoop
additional scoop,chopped nuts,1,tablespoon
additional scoop,chocolate sauce,1,drizzle
additional scoop on nachos,guacamole,4,tablespoons
additional scoop on nachos,cheese,1,cup
additional scoop on nachos,sour cream,3,tablespoons
additional scoop on nachos,jalapenos,2,tablespoons
addl crab ball,herbs,5,grams
addl crab ball,breadcrumbs,50,grams
addl crab ball,crab meat,200,grams
addl crab ball,seasonings,10,grams
addoz blk tuna,salt,1,pinch
addoz blk tuna,black pepper,1,pinch
addoz blk tuna,blackened tuna,1,piece
addoz blk tuna,citrus sauce,2,tablespoons
addoz ccake,salt,0.5,tsp
addoz ccake,lemon zest,2,tsp
addoz ccake,baking powder,1.5,tsp
addoz ccake,eggs,4,
addoz ccake,sugar,1.5,cups
addoz ccake,almond flour,2,cups
addoz ccake,vanilla extract,1,tsp
addoz salmon,salmon,1,fillet
addoz salmon,spices,1,tsp
addoz salmon,olive oil,2,tbsp
addoz salmon,herbs,2,tbsp
addoz salmon,lemon,1,slice
addoz tuna,pasta,150,grams
addoz tuna,tomato sauce,1,cup
addoz tuna,tuna,200,grams
addoz tuna,herbs,1,tablespoon
addscallops,lemon,1,whole
addscallops,parsley,2,tablespoons
addscallops,butter,2,tablespoons
addscallops,fresh scallops,8,pieces
addscallops,garlic,2,cloves
addshrimp,shrimp,250,grams
addshrimp,herbs,1,tablespoon
addshrimp,butter,2,tablespoons
addshrimp,garlic,2,cloves
adega cooperativa de borba aragonez alentejano portugal,Adega Cooperativa de Borba Aragonez,1,bottle
adegas gran vinum albariño rias baixas,Albariño wine,1,bottle
adelaides salmon,ginger,1,teaspoon
adelaides salmon,brown sugar,1,tablespoon
adelaides salmon,garlic,2,cloves
adelaides salmon,sesame oil,1,teaspoon
adelaides salmon,green onions,2,stalks
adelaides salmon,mirin,1,tablespoon
adelaides salmon,soy sauce,2,tablespoons
adelaides salmon,salmon,1,fillet
adelsheim deglace pinot noir ice wine willamette valley oregon,Pinot Noir grapes,1,bottle
adelsheim pinot noir willamette valley,Yeast,5,g
adelsheim pinot noir willamette valley,Sulfites,2,g
adelsheim pinot noir willamette valley,Pinot Noir grapes,100,g
aderezo,honey,0.5,cup
aderezo,garlic,2,cloves
aderezo,soy sauce,0.25,cup
aderezo,olive oil,1,cup
aderezo,lemon juice,0.25,cup
adios beaches,sweet and sour mix,1,oz
adios beaches,rum,1.5,oz
adios beaches,blue curacao,1,oz
adios beaches,lemon-lime soda,1,oz
adios beaches,vodka,1.5,oz
adios primo,vodka,1.5,oz
adios primo,sweet and sour mix,1.5,oz
adios primo,lemon-lime soda,3,oz
adios primo,blue curaçao,1,oz
adios primo,rum,1.5,oz
aditi garden salad,cucumbers,1,cup
aditi garden salad,cherry tomatoes,1,cup
aditi garden salad,vinaigrette dressing,2,tablespoons
aditi garden salad,mixed greens,2,cups
adjapsandali,tomatoes,3,pieces
adjapsandali,herbs and spices,1,blend
adjapsandali,bell peppers,2,pieces
adjapsandali,onion,1,large
adjapsandali,eggplant,2,pieces
adjatougbe,palm oil,2,tablespoons
adjatougbe,spices,1,teaspoon
adjatougbe,fermented locust beans,1,cup
adjika,garlic cloves,3,cloves
adjika,salt,1,teaspoon
adjika,red chili peppers,5,pieces
adjika,tomatoes,2,medium
adjika,vinegar,2,tablespoons
adjika,coriander seeds,1,teaspoon
admiral,tomatoes,2,medium
admiral,parsley,2,tbsp
admiral,mussels,150,g
admiral,white wine,1,cup
admiral,garlic,3,cloves
admiral,lemon juice,1,tbsp
admiral,olive oil,2,tbsp
admiral,shrimp,250,g
admiral,calamari,200,g
admiral chicken nachos,chicken,1,cup
admiral chicken nachos,tortilla chips,2,cups
admiral chicken nachos,salsa,0.5,cup
admiral chicken nachos,sour cream,0.25,cup
admiral chicken nachos,cheese,1,cup
admiral chicken nachos,guacamole,0.5,cup
admiral egg sandwich,egg,2,pieces
admiral egg sandwich,cheese,1,slice
admiral egg sandwich,bread,2,slices
admiral egg sandwich,bacon,2,slices
admiral egg sandwich,hot sauce,1,teaspoon
admiral jacks favorite chicken,chicken,1,whole
admiral jacks favorite chicken,soy sauce,2,tablespoons
admiral jacks favorite chicken,garlic,3,cloves
admiral jacks favorite chicken,green onions,2,stalks
admiral jacks favorite chicken,sesame oil,1,teaspoon
admiral jacks favorite chicken,brown sugar,1,tablespoon
admiral jacks favorite chicken,ginger,1,teaspoon
admiral prime rib,garlic,3,cloves
admiral prime rib,salt,2,tsp
admiral prime rib,herbs,2,tbsp
admiral prime rib,prime rib roast,1,roast
admiral prime rib,pepper,1,tsp
admirals feast,lobster,1,whole
admirals feast,butter,1,cup
admirals feast,potatoes,4,pieces
admirals feast,mussels,12,pieces
admirals feast,corn on the cob,2,pieces
admirals feast,parsley,2,tablespoons
admirals feast,lemon,1,whole
admirals feast,shrimp,10,pieces
admirals feast,crab legs,4,pieces
admirals feast,garlic,3,cloves
admirals feast,clams,12,pieces
admirals tableside chopped salad,Red wine vinegar,1,tablespoon
admirals tableside chopped salad,Olive oil,2,tablespoons
admirals tableside chopped salad,Cherry tomatoes,1,cup
admirals tableside chopped salad,Kalamata olives,0.25,cup
admirals tableside chopped salad,Romaine lettuce,2,cups
admirals tableside chopped salad,Red onion,0.5,cup
admirals tableside chopped salad,Cucumber,1,cup
admirals tableside chopped salad,Garlic,1,clove
admirals tableside chopped salad,Salt,0.5,teaspoon
admirals tableside chopped salad,Fresh parsley,0.25,cup
admirals tableside chopped salad,Black pepper,0.25,teaspoon
admirals tableside chopped salad,Dijon mustard,1,teaspoon
admirals tableside chopped salad,Feta cheese,0.5,cup
admission,feta cheese,0.5,cup
admission,olives,1,cup
admission,herbs,1,tablespoon
admission,tomatoes,2,medium
admo,spices,1,tbsp
admo,lentils,1,cup
admo,garlic,3,cloves
admo,onions,2,medium
adobada,garlic,3,cloves
adobada,vinegar,0.5,cup
adobada,achiote paste,2,tbsp
adobada,cumin,1,tsp
adobada,paprika,1,tsp
adobada,dried oregano,1,tsp
adobada,pork,1,lb
adobada,chilies,2,dried
adobo,garlic,4,cloves
adobo,soy sauce,50,ml
adobo,peppercorns,1,teaspoon
adobo,chicken or pork,500,grams
adobo,vinegar,100,ml
adobo,bay leaves,2,pieces
adobo bbq chicken,garlic,4,cloves
adobo bbq chicken,sugar,2,tbsp
adobo bbq chicken,vinegar,1,cup
adobo bbq chicken,bay leaves,2,pieces
adobo bbq chicken,chicken,1,whole
adobo bbq chicken,black pepper,1,tsp
adobo bbq chicken,soy sauce,1,cup
adobo brown sugar marinated farms pork loin,black peppercorns,1,tbsp
adobo brown sugar marinated farms pork loin,pork loin,1,lb
adobo brown sugar marinated farms pork loin,garlic,4,cloves
adobo brown sugar marinated farms pork loin,bay leaves,2,pieces
adobo brown sugar marinated farms pork loin,soy sauce,0.5,cup
adobo brown sugar marinated farms pork loin,brown sugar,1,cup
adobo brown sugar marinated farms pork loin,vinegar,0.25,cup
adobo brownie,eggs,2,large
adobo brownie,water,1,cup
adobo brownie,adobo sauce,1,cup
adobo brownie,brownie mix,1,box
adobo brownie,vegetable oil,1,cup
adobo carnitas,lime,1,
adobo carnitas,pepper,1,tsp
adobo carnitas,onion,1,large
adobo carnitas,orange,1,
adobo carnitas,adobo sauce,1,cup
adobo carnitas,bay leaves,2,
adobo carnitas,salt,1,tsp
adobo carnitas,pork shoulder,2,lbs
adobo carnitas,garlic,4,cloves
adobo chicken,chicken,1,whole
adobo chicken,peppercorns,1,tsp
adobo chicken,vinegar,0.5,cup
adobo chicken,soy sauce,0.5,cup
adobo chicken,bay leaves,2,pieces
adobo chicken,garlic,4,cloves
adobo chicken bistro,soy sauce,0.5,cup
adobo chicken bistro,black peppercorns,1,tsp
adobo chicken bistro,bay leaves,2,pieces
adobo chicken bistro,chicken,1,whole
adobo chicken bistro,garlic,4,cloves
adobo chicken bistro,vinegar,0.5,cup
adobo chicken burrito,chicken,1,lb
adobo chicken burrito,beans,0.5,cup
adobo chicken burrito,salsa,0.25,cup
adobo chicken burrito,adobo sauce,0.5,cup
adobo chicken burrito,rice,1,cup
adobo chicken burrito,cheese,0.5,cup
adobo chicken burrito,tortilla,4,pieces
adobo chicken enchiladas,adobo sauce,1,cup
adobo chicken enchiladas,salsa verde,1,cup
adobo chicken enchiladas,cheese,1,cup
adobo chicken enchiladas,chicken,2,cups
adobo chicken enchiladas,corn tortillas,8,pieces
adobo chicken fajitas,chicken,1,pound
adobo chicken fajitas,bell peppers,2,pieces
adobo chicken fajitas,garlic,2,cloves
adobo chicken fajitas,olive oil,2,tablespoons
adobo chicken fajitas,adobo sauce,0.5,cup
adobo chicken fajitas,lime juice,2,tablespoons
adobo chicken fajitas,tortillas,8,pieces
adobo chicken fajitas,onion,1,medium
adobo chicken quesdilla,adobo sauce,2,tablespoons
adobo chicken quesdilla,guacamole,0.5,cup
adobo chicken quesdilla,sour cream,0.25,cup
adobo chicken quesdilla,salsa,0.5,cup
adobo chicken quesdilla,tortillas,2,pieces
adobo chicken quesdilla,cheese,1,cup
adobo chicken quesdilla,shredded chicken,1,cup
adobo chicken taco,tortillas,8,count
adobo chicken taco,chicken,1,lb
adobo chicken taco,avocado,2,count
adobo chicken taco,adobo sauce,0.5,cup
adobo chicken taco,salsa,1,cup
adobo chicken taco,cilantro,0.5,cup
adobo cochinita pibil,vinegar,2,tbsp
adobo cochinita pibil,achiote paste,3,tbsp
adobo cochinita pibil,garlic,4,cloves
adobo cochinita pibil,onion,1,large
adobo cochinita pibil,lime juice,1,cup
adobo cochinita pibil,orange juice,1,cup
adobo cochinita pibil,pork,1,kg
adobo cochinita pibil,salt,1,tsp
adobo cochinita pibil,bay leaves,2,pieces
adobo de puerco,apple cider vinegar,1,cup
adobo de puerco,dried guajillo chilies,4,pieces
adobo de puerco,brown sugar,2,tbsp
adobo de puerco,salt,1,tsp
adobo de puerco,pork shoulder,2,lbs
adobo de puerco,garlic,4,cloves
adobo de puerco,bay leaves,2,pieces
adobo de puerco,black peppercorns,1,tsp
adobo de puerco one,pork shoulder,2,lbs
adobo de puerco one,apple cider vinegar,1,cup
adobo de puerco one,garlic,4,cloves
adobo de puerco one,salt,1,tsp
adobo de puerco one,brown sugar,2,tbsp
adobo de puerco one,dried guajillo chilies,4,pieces
adobo de puerco one,black peppercorns,1,tsp
adobo de puerco one,bay leaves,2,pieces
adobo de puerco two,soy sauce,1,cup
adobo de puerco two,pork,2,lbs
adobo de puerco two,vinegar,1,cup
adobo de puerco two,bay leaves,2,pieces
adobo de puerco two,brown sugar,2,tbsp
adobo de puerco two,onion,1,large
adobo de puerco two,black peppercorns,1,tbsp
adobo de puerco two,garlic,4,cloves
adobo pandesal,pandesal bread rolls,6,pieces
adobo pandesal,chicken adobo,200,grams
adobo pork belly egg and cheese sandwich,adobo-marinated pork belly,150,grams
adobo pork belly egg and cheese sandwich,cheese,2,slices
adobo pork belly egg and cheese sandwich,bread,2,slices
adobo pork belly egg and cheese sandwich,egg,1,piece
adobo pork belly fries,adobo sauce,50,ml
adobo pork belly fries,spices,1,tsp
adobo pork belly fries,fries,300,g
adobo pork belly fries,pork belly slices,200,g
adobo pork belly fries,fresh herbs,1,tbsp
adobo pork chop,sugar,2,tbsp
adobo pork chop,black peppercorns,1,tsp
adobo pork chop,pork chops,4,pieces
adobo pork chop,bay leaves,2,pieces
adobo pork chop,vinegar,1.5,cups
adobo pork chop,garlic,4,cloves
adobo pork chop,soy sauce,1,cup
adobo pork tacos,vinegar,2,tbsp
adobo pork tacos,salt,1,tsp
adobo pork tacos,avocado,1,sliced
adobo pork tacos,paprika,1,tsp
adobo pork tacos,pepper,0.5,tsp
adobo pork tacos,cilantro,0.25,cup
adobo pork tacos,orange juice,0.25,cup
adobo pork tacos,onion,1,medium
adobo pork tacos,pork,1,lb
adobo pork tacos,garlic,3,cloves
adobo pork tacos,salsa,1,cup
adobo pork tacos,tortillas,8,count
adobo pork tacos,cumin,1,tsp
adobo pork tacos,adobo sauce,0.5,cup
adobo pulled chicken soft tacos,tortillas,8,count
adobo pulled chicken soft tacos,salsa,1,cup
adobo pulled chicken soft tacos,cilantro,0.25,cup
adobo pulled chicken soft tacos,chicken,1,lb
adobo pulled chicken soft tacos,adobo sauce,0.5,cup
adobo pulled chicken soft tacos,avocado,1,count
adobo radicchio wraps,adobo chicken,1,cup
adobo radicchio wraps,radicchio leaves,6,leaves
adobo salmon,soy sauce,0.5,cup
adobo salmon,sugar,2,tbsp
adobo salmon,salmon,1,lb
adobo salmon,garlic,3,cloves
adobo salmon,black peppercorns,1,tsp
adobo salmon,bay leaves,2,pieces
adobo salmon,vinegar,0.25,cup
adobo short ribs tacos,tortillas,8,pieces
adobo short ribs tacos,onions,1,medium
adobo short ribs tacos,short ribs,1,lb
adobo short ribs tacos,cilantro,0.5,cup
adobo short ribs tacos,lime,1,piece
adobo short ribs tacos,adobo sauce,1,cup
adobo shrimp and grits,grits,1,cup
adobo shrimp and grits,bell pepper,1,piece
adobo shrimp and grits,shrimp,1,lb
adobo shrimp and grits,salt,1,tsp
adobo shrimp and grits,garlic,2,cloves
adobo shrimp and grits,pepper,0.5,tsp
adobo shrimp and grits,olive oil,2,tbsp
adobo shrimp and grits,onion,0.5,cup
adobo shrimp and grits,adobo sauce,0.5,cup
adobo steak and blue cheese,steak,1,lb
adobo steak and blue cheese,blue cheese,0.25,cup
adobo steak and blue cheese,adobo sauce,0.5,cup
adobo taco,avocado,1,piece
adobo taco,tortillas,8,pieces
adobo taco,chicken thighs,1,lb
adobo taco,adobo sauce,0.5,cup
adobo taco,cilantro,0.25,cup
adobo taco,salsa,1,cup
adobo tofu,onion,1,medium
adobo tofu,sugar,1,tbsp
adobo tofu,tofu,1,block
adobo tofu,peppercorns,1,tsp
adobo tofu,vinegar,0.25,cup
adobo tofu,bay leaves,2,pieces
adobo tofu,garlic,3,cloves
adobo tofu,soy sauce,0.25,cup
adobo wings,black peppercorns,1,tsp
adobo wings,garlic,4,cloves
adobo wings,soy sauce,1,cup
adobo wings,chicken wings,12,pieces
adobo wings,sugar,2,tbsp
adobo wings,vinegar,1.5,cups
adobo wings,bay leaves,2,pieces
adobo yucca fries,olive oil,2,tbsp
adobo yucca fries,adobo seasoning,2,tbsp
adobo yucca fries,yucca,2,lbs
adobo yucca fries,salt,1,tsp
adobong manok,garlic,4,cloves
adobong manok,chicken,1,whole
adobong manok,vinegar,0.5,cup
adobong manok,peppercorns,1,tsp
adobong manok,soy sauce,0.5,cup
adobong manok,bay leaves,2,pieces
adobong pusit paella,vinegar,1,tablespoon
adobong pusit paella,black pepper,1,teaspoon
adobong pusit paella,soy sauce,2,tablespoons
adobong pusit paella,squid,500,grams
adobong pusit paella,onion,1,large
adobong pusit paella,olive oil,3,tablespoons
adobong pusit paella,bay leaves,2,pieces
adobong pusit paella,rice,2,cups
adobong pusit paella,bell pepper,1,large
adobong pusit paella,squid ink,1,sachet
adobong pusit paella,garlic,4,cloves
adobong pusit paella,tomato,2,medium
adonis,garlic,2,cloves
adonis,lemon juice,1,tbsp
adonis,salt,1,tsp
adonis,olive oil,2,tbsp
adonis,lamb,300,g
adonis,black pepper,0.5,tsp
adonko bitters,roots,1,bottle
adonko bitters,herbs,1,bottle
adorde,soy sauce,1,cup
adorde,vinegar,1,cup
adorde,bay leaves,2,pieces
adorde,garlic,4,cloves
adorde,pork belly,500,grams
adoro bucatini con arco,Heavy cream,100,ml
adoro bucatini con arco,Olive oil,2,tablespoons
adoro bucatini con arco,Black pepper,1,teaspoon
adoro bucatini con arco,Pancetta,100,grams
adoro bucatini con arco,Salt,1,teaspoon
adoro bucatini con arco,Garlic,2,cloves
adoro bucatini con arco,Bucatini pasta,200,grams
adoro bucatini con arco,Parmesan cheese,50,grams
adoro calamarata,garlic,2,cloves
adoro calamarata,calamari,250,grams
adoro calamarata,white wine,1,cup
adoro calamarata,parsley,2,tablespoons
adoro calamarata,calamarata pasta,300,grams
adoro calamarata,olive oil,2,tablespoons
adoro calamarata,tomato sauce,1,cup
adoro elocoidali,pecorino cheese,50,g
adoro elocoidali,garlic,2,cloves
adoro elocoidali,elocoidali pasta,250,g
adoro elocoidali,tomato sauce,1,cup
adoro elocoidali,pancetta,100,g
adoro fusilli,tomato sauce,1,cup
adoro fusilli,Parmesan cheese,1,tablespoon
adoro fusilli,basil,2,tablespoons
adoro fusilli,fusilli pasta,200,grams
adoro mafaldine,Butter,2,tablespoons
adoro mafaldine,Mafaldine pasta,200,grams
adoro mafaldine,Heavy cream,1,cup
adoro mafaldine,Black pepper,1,teaspoon
adoro mafaldine,Fresh herbs (such as parsley and basil),2,tablespoons
adoro mafaldine,Garlic,2,cloves
adoro mafaldine,Salt,1,teaspoon
adoro mafaldine,Parmesan cheese,1,cup
adoro penne rigate,penne rigate pasta,250,grams
adoro penne rigate,Parmesan cheese,1,tablespoon
adoro penne rigate,tomato sauce,1,cup
adoro penne rigate,fresh basil,2,leaves
adrak chaap,oil,2,tablespoons
adrak chaap,lemon juice,1,tablespoon
adrak chaap,chili powder,1,teaspoon
adrak chaap,yogurt,100,grams
adrak chaap,garam masala,1,teaspoon
adrak chaap,ginger paste,2,tablespoons
adrak chaap,soy chunks,200,grams
adrak chaap,salt,1,teaspoon
adraki gobi mutter,cumin powder,1,teaspoon
adraki gobi mutter,garlic,3,cloves
adraki gobi mutter,salt,1,teaspoon
adraki gobi mutter,garam masala,1,teaspoon
adraki gobi mutter,cauliflower,1,medium-sized head
adraki gobi mutter,coriander powder,1,teaspoon
adraki gobi mutter,tomatoes,2,medium-sized
adraki gobi mutter,onion,1,medium-sized
adraki gobi mutter,ginger,1,inch piece
adraki gobi mutter,turmeric powder,1,teaspoon
adraki gobi mutter,oil,2,tablespoons
adraki gobi mutter,green peas,1,cup
adraki gobi mutter,green chili,2,chopped
adraki jhinga,coriander powder,1,teaspoon
adraki jhinga,ginger,50,grams
adraki jhinga,green chilies,2,chopped
adraki jhinga,salt,1,teaspoon
adraki jhinga,garlic,4,cloves
adraki jhinga,turmeric powder,1,teaspoon
adraki jhinga,onion,1,large
adraki jhinga,lemon juice,2,tablespoons
adraki jhinga,oil,2,tablespoons
adraki jhinga,prawns,500,grams
adraki jhinga,cumin powder,1,teaspoon
adraki jhinga,red chili powder,1,teaspoon
adraki jhinga,garam masala,1,teaspoon
adraki jhinga,tomatoes,2,medium
adraki lamb chops,lamb chops,4,pieces
adraki lamb chops,ginger,2,tablespoons
adraki lamb chops,spices,1,teaspoon
adraki lamb chops,garlic,2,cloves
adraki paneer,yogurt,3,tablespoons
adraki paneer,cream,2,tablespoons
adraki paneer,tomato,2,medium
adraki paneer,garlic,3,cloves
adraki paneer,green chili,2,small
adraki paneer,"spices (cumin, coriander, turmeric, red chili powder)",1,teaspoon each
adraki paneer,oil,2,tablespoons
adraki paneer,ginger,2,tablespoons
adraki paneer,onion,1,medium
adraki paneer,paneer,250,grams
adraki paneer,salt,1,teaspoon
adras mencía spain,Garlic,3,cloves
adras mencía spain,Pork,1,lb
adras mencía spain,Mencía wine,1,cup
adras mencía spain,Tomatoes,2,medium
adras mencía spain,Paprika,1,tbsp
adrenaline,caffeine,1,shot
adrenaline,sugar,1,teaspoon
adrenaline,water,100,ml
adrenaline,taurine,1,shot
adrian omelette,salt,0.5,teaspoon
adrian omelette,cheddar cheese,0.5,cup
adrian omelette,mushrooms,0.5,cup
adrian omelette,eggs,3,pieces
adrian omelette,olive oil,1,tablespoon
adrian omelette,black pepper,0.25,teaspoon
adrian omelette,bell pepper,0.5,cup
adrian omelette,onion,0.25,cup
adriatic linguine,garlic,2,cloves
adriatic linguine,white wine,50,ml
adriatic linguine,tomatoes,2,medium
adriatic linguine,shrimp,150,g
adriatic linguine,mussels,100,g
adriatic linguine,parsley,1,tbsp
adriatic linguine,linguine,200,g
adriatic linguine,lemon juice,1,tbsp
adriatic linguine,olive oil,2,tbsp
adriatic seafood brodetto,fish fillets,1,lb
adriatic seafood brodetto,fish stock,2,cups
adriatic seafood brodetto,parsley,2,tbsp
adriatic seafood brodetto,olive oil,2,tbsp
adriatic seafood brodetto,clams,1,lb
adriatic seafood brodetto,tomatoes,2,cans
adriatic seafood brodetto,shrimp,1,lb
adriatic seafood brodetto,garlic,3,cloves
adriatic seafood brodetto,salt,1,tsp
adriatic seafood brodetto,white wine,1,cup
adriatic seafood brodetto,mussels,1,lb
adriatic seafood brodetto,onion,1,large
adriatic seafood brodetto,pepper,1,tsp
adriatic seafood frittata,eggs,6,
adriatic seafood frittata,spices,1,tsp
adriatic seafood frittata,mussels,150,g
adriatic seafood frittata,herbs,2,tbsp
adriatic seafood frittata,squid,100,g
adriatic seafood frittata,shrimp,200,g
aduld,lemongrass,2,stalks
aduld,kaffir lime leaves,4,leaves
aduld,chili peppers,2,pieces
aduld,"protein (chicken, shrimp, or fish)",200,g
aduld,galangal,50,g
adult,Parmesan cheese,1,tablespoon
adult,tomato sauce,1,cup
adult,fresh basil,2,leaves
adult,pasta,200,grams
